movieTitle,actor,profit,rating
"Marley & Me","Owen Wilson",187812011,7.2
Bones,"Pam Grier",-1621147,4.3
"Kindergarten Cop","Pamela Reed",176000000,5.9
"The Eye","Parker Posey",45577765,5.6
Columbus,"Parker Posey",410511,7.2
"Hobo with a Shotgun","Pasha Ebrahimi",-2165047,5.9
"April Fool's Day","Pat Barlow",7947763,5.7
"Riding Giants","Pat Curren",692333,8
"The Karate Kid","Pat Morita",82815558,7
"Graduation Day","Patch Mackenzie",23644000,5
"A Nightmare on Elm Street 3: Dream Warriors","Patricia Arquette",39793222,6.6
"Bringing Out the Dead","Patricia Arquette",-15359790,6.7
"Simply Irresistible","Patricia Clarkson",-1601011,5.2
Hud,"Patricia Neal",7500000,7.5
"The Mule","Patrick L. Reyes",120738684,6.5
"Escape from Alcatraz","Patrick McGoohan",35000000,7.5
"Conspiracy Theory","Patrick Stewart",62783718,6.5
"Chicken Little","Patrick Stewart",160043823,5.8
"The Outsiders","Patrick Swayze",15697647,7.3
"Point Break","Patrick Swayze",59531958,7.1
Swingers,"Patrick Van Horn",6418578,6.9
"Bone Tomahawk","Patrick Wilson",-1524154,6.8
"Little Children","Patrick Wilson",121177,7.2
"Modern Problems","Patti D'Arbanville",16474312,5.3
"Master and Commander: The Far Side of the World","Paul Bettany",77912137,7.1
"Obvious Child","Paul Briganti",2324070,6.7
"Swiss Army Man","Paul Dano",2837111,6.9
Popeye,"Paul Dooley",29823037,5.2
"The Illusionist","Paul Giamatti",67292062,7.2
Paycheck,"Paul Giamatti",38819789,6.1
"Big Fat Liar","Paul Giamatti",37461017,5.7
"The Last Temptation of Christ","Paul Greco",1373585,7.2
"Crocodile Dundee","Paul Hogan",319403506,6.3
"The Beast from 20,000 Fathoms","Paul Hubschmid",4790000,6.7
"Ocean's Eleven","Paul L. Nolan",365728529,7.3
"20,000 Leagues Under the Sea","Paul Lukas",23200000,7
"The Hustler","Paul Newman",5600000,7.8
Twilight,"Paul Newman",-4944909,6.1
Hud,"Paul Newman",7500000,7.5
"The Hudsucker Proxy","Paul Newman",-25061851,7.2
Harper,"Paul Newman",8500000,6.6
"The Sting","Paul Newman",154116327,8.1
Freeway,"Paul Perri",-2704507,6.5
Aliens,"Paul Reiser",166316455,7.9
"The Ten","Paul Rudd",-4463323,5
"Our Idiot Brother","Paul Rudd",20861249,6.1
"Cast Away","Paul Sanchez",342230516,7.6
"A Man for All Seasons","Paul Scofield",24450000,7.6
Beerfest,"Paul Soter",2659316,5.8
"Joy Ride","Paul Walker",-1026818,6.4
"Meet the Deedles","Paul Walker",-19643874,4.1
"The Terminator","Paul Winfield",71619031,7.5
"Phantasm II","Paula Irvine",4282851,6.3
"Just Wright","Paula Patton",9867665,6.2
Mirrors,"Paula Patton",42220596,6.1
"Jumping the Broom","Paula Patton",31158601,5.9
"Swing Vote","Paula Patton",-3410133,5.7
"The Beast from 20,000 Fathoms","Paula Raymond",4790000,6.7
Spanglish,"Paz Vega",-20655679,5.9
"A Passage to India","Peggy Ashcroft",-312347,6.9
"Blonde Ambition","Penelope Ann Miller",-8462521,4.4
"Kindergarten Cop","Penelope Ann Miller",176000000,5.9
"Woman on Top","Penélope Cruz",2192613,5.5
"The Stepfather","Penn Badgley",9227561,5.7
"Where the Wild Things Are","Pepita Emmerichs",-876344,6.4
"Corky Romano","Peter Berg",14116103,4.2
Videodrome,"Peter Dvorsky",-3831561,7.3
"Corky Romano","Peter Falk",14116103,4.2
Lifeforce,"Peter Firth",-13396455,6.3
"Blue Streak","Peter Greene",81448157,6.3
"20,000 Leagues Under the Sea","Peter Lorre",23200000,7
"Baby Geniuses","Peter MacNicol",14151490,3.7
"War Horse","Peter Mullan",86815529,7.2
Empire,"Peter Sarsgaard",14995444,6.4
Jackie,"Peter Sarsgaard",27588512,6.4
"K-19: The Widowmaker","Peter Stebbings",-24283874,6.4
RoboCop,"Peter Weller",40424681,7.2
"The Brothers Grimm","Petr Ratimec",25299638,5.7
"Happy Death Day 2U","Phi Vu",55187523,6.2
"Chicken Run","Phil Daniels",185793915,6.6
"Sgt. Bilko","Phil Hartman",-1043411,5.7
"Lost Souls","Philip Baker Hall",3320293,4.9
"Creepshow 2","Philip Dore",10500000,6.1
Happiness,"Philip Seymour Hoffman",2746453,7.5
"Patch Adams","Philip Seymour Hoffman",152173000,7.2
"A Most Wanted Man","Philip Seymour Hoffman",21068890,6.5
"Synecdoche, New York","Philip Seymour Hoffman",-15616462,7.6
Flyboys,"Philip Winchester",-45183621,6.4
"The Lost Weekend","Phillip Terry",9750000,7.7
"Gremlins 2: The New Batch","Phoebe Cates",-8523903,6.4
"Bright Lights, Big City","Phoebe Cates",-8881923,5.8
"Creed II","Phylicia Rashad",163591522,6.7
"Coal Miner's Daughter","Phyllis Boyens-Liptak",52182787,7.2
"Mrs. Doubtfire","Pierce Brosnan",416286003,7.1
"The Thomas Crown Affair","Pierce Brosnan",76304264,6.7
"After the Sunset","Pierce Brosnan",-18670886,6.2
"Return to Oz","Piper Laurie",-16381187,6.6
"The Hustler","Piper Laurie",5600000,7.8
"Beverly Hills Chihuahua","Piper Perabo",134218168,4.8
"United 93","Polly Adams",59635035,7.1
"Dead Man on Campus","Poppy Montgomery",1064948,5.7
"Sin City","Powers Boothe",118527918,7.4
"The Omen","Predrag Bjelac",94295584,5.4
"Rocket Singh: Salesman of the Year","Prem Chopra",4278767,6.8
"The New World","Q'orianka Kilcher",-3815600,6.5
"Just Wright","Queen Latifah",9867665,6.2
"Girls Trip","Queen Latifah",112886353,6.8
"Last Holiday","Queen Latifah",-1656753,6.6
"Bringing Down the House","Queen Latifah",144675402,5.6
Annie,"Quvenzhané Wallis",74829625,6.1
Willard,"R. Lee Ermey",-13117304,5.9
Switchback,"R. Lee Ermey",-31495558,6
Waterworld,"R.D. Call",89246220,6
"Diary of a Wimpy Kid","Rachael Harris",61954311,6
"Diary of a Wimpy Kid: Rodrick Rules","Rachael Harris",55695194,6.4
"Blonde Ambition","Rachael Leigh Cook",-8462521,4.4
"Get Carter","Rachael Leigh Cook",-20582818,5
"Tiny Furniture","Rachel Howe",374149,5.9
"Peter Pan","Rachel Hurd-Wood",-4744515,7.1
"The Lucky Ones","Rachel McAdams",-13733033,6.3
"Total Recall","Rachel Ticotin",196400000,7.2
"Chain Reaction","Rachel Weisz",5209334,5.5
"The Constant Gardener","Rachel Weisz",60801599,7.1
"The Favourite","Rachel Weisz",79075194,7.6
"The Mummy Returns","Rachel Weisz",337040395,6.2
"In the Land of Blood and Honey","Rade Serbedzija",-12490807,6.1
"The Quiet American","Rade Serbedzija",6348203,6.7
"The Eye","Rade Serbedzija",45577765,5.6
"The Crazies","Radha Mitchell",37445534,6.2
"The Constant Gardener","Ralph Fiennes",60801599,7.1
"Hail, Caesar!","Ralph Fiennes",42160680,5.9
"Clash of the Titans","Ralph Fiennes",368214888,5.7
"The Witch","Ralph Ineson",36954520,6.6
"The Outsiders","Ralph Macchio",15697647,7.3
"The Karate Kid","Ralph Macchio",82815558,7
"My Cousin Vinny","Ralph Macchio",41929168,7.4
"Rocket Singh: Salesman of the Year","Ranbir Kapoor",4278767,6.8
"8 Million Ways to Die","Randy Brooks",-16694886,5.5
"Your Highness","Rasmus Hardiker",-23878362,5.3
"The Core","Ray Galletti",-10879208,5.6
"The Son of No One","Ray Liotta",-13851422,5.1
Heartbreakers,"Ray Liotta",19753825,5.9
Identity,"Ray Liotta",54183683,7.2
"The Lost Weekend","Ray Milland",9750000,7.7
"Punisher: War Zone","Ray Stevenson",-24842466,5.7
Popeye,"Ray Walston",29823037,5.2
"One Missed Call","Ray Wise",24513466,4.8
"Urban Legend","Rebecca Gayheart",58571864,5.7
"Holmes & Watson","Rebecca Hall",-73395,4.3
Rollerball,"Rebecca Romijn",-44147492,3.8
"Forrest Gump","Rebecca Williams",624850637,8.4
"Harlem Nights","Redd Foxx",65857262,6
"Legally Blonde 2: Red, White & Blonde","Reese Witherspoon",100339088,5.4
"Hot Pursuit","Reese Witherspoon",10671512,5.6
Election,"Reese Witherspoon",8702854,6.8
"Just Like Heaven","Reese Witherspoon",42687083,6.8
Twilight,"Reese Witherspoon",-4944909,6.1
Freeway,"Reese Witherspoon",-2704507,6.5
"Cruel Intentions","Reese Witherspoon",65238901,6.6
"Phantasm II","Reggie Bannister",4282851,6.3
Shaft,"Regina Hall",-8741306,6.5
"About Last Night","Regina Hall",37445860,6
"Girls Trip","Regina Hall",112886353,6.8
"Legally Blonde 2: Red, White & Blonde","Regina King",100339088,5.4
"Down to Earth","Regina King",41172251,5.2
"Our Family Wedding","Regina King",7410546,5.4
"The Core","Rekha Sharma",-10879208,5.6
"Live by Night","Remo Girone",-43225568,6.2
"Velvet Buzzsaw","Rene Russo",-21000000,5.3
"The Thomas Crown Affair","Rene Russo",76304264,6.7
"Bridget Jones's Diary","Renée Zellweger",256527158,6.7
"One True Thing","Renée Zellweger",-3291804,6.6
"Beauty and the Beast","Rex Everhart",418707031,7.7
Circumstance,"Reza Sixo Safai",58978,6.9
"Get Carter","Rhona Mitra",-20582818,5
"Nancy Drew","Rich Cooper",10703845,5.7
"Grudge Match","Rich Little",29807260,6
"Jurassic Park","Richard Attenborough",975812584,7.9
"Moby Dick","Richard Basehart",5900000,6.9
"Scary Movie 2","Richard Bellos",96189101,5.6
"Get on the Bus","Richard Belzer",3291854,7.3
Catch-22,"Richard Benjamin",6911670,6.9
"West Side Story","Richard Beymer",37700000,7.3
"The Robe","Richard Burton",31008303,6.4
"Exorcist II: The Heretic","Richard Burton",11011000,4.4
"First Blood","Richard Crenna",111212904,7.3
"Manchester by the Sea","Richard Donelly",69233867,7.5
Poseidon,"Richard Dreyfuss",21674817,5.7
"My Life in Ruins","Richard Dreyfuss",3477425,5.8
"Close Encounters of the Third Kind","Richard Dreyfuss",320800479,7.3
"Can You Ever Forgive Me?","Richard E. Grant",1752387,6.9
"The Little Vampire","Richard E. Grant",-8444012,6.1
"First Knight","Richard Gere",52361412,6
"Autumn in New York","Richard Gere",50717684,6
Breathless,"Richard Gere",12910002,5.8
Arbitrage,"Richard Gere",23830713,6.2
"The Jackal","Richard Gere",99356941,6.2
"Robin and Marian","Richard Harris",3000000,6.6
"Let Me In","Richard Jenkins",8270399,6.7
"Bone Tomahawk","Richard Jenkins",-1524154,6.8
"Fun with Dick and Jane","Richard Jenkins",63018919,6
Gettysburg,"Richard Jordan",-14268003,6.9
"A Serious Man","Richard Kind",23360570,6.7
Stronger,"Richard Lane Jr.",-21213713,7
"Leaving Las Vegas","Richard Lewis",45800000,7.2
"The Nutcracker in 3D","Richard Philipps",-69533984,5.5
"Harlem Nights","Richard Pryor",65857262,6
"Heavy Metal","Richard Romanus",10271091,6.3
Shaft,"Richard Roundtree",-8741306,6.5
Waterworld,"Rick Aviles",89246220,6
Pulse,"Rick Gonzalez",9741435,4.9
Spaceballs,"Rick Moranis",15419483,6.8
"Little Shop of Horrors","Rick Moranis",8747385,6.8
"The Man with the Iron Fists","Rick Yune",7018988,5.3
"Serial Mom","Ricki Lake",-5118665,6.6
"DodgeBall: A True Underdog Story","Rip Torn",137791704,6.2
"West Side Story","Rita Moreno",37700000,7.3
"Me and Earl and the Dying Girl","RJ Cyler",1266180,7.6
"The Overnight","RJ Hermes",965996,6
Stop-Loss,"Rob Brown",-13770965,6.2
"Holmes & Watson","Rob Brydon",-73395,4.3
"Harold & Kumar Escape from Guantanamo Bay","Rob Corddry",31353117,6.2
"Wayne's World","Rob Lowe",163097323,6.6
"The Emperor's Club","Rob Morrow",3693713,7
"The Animal","Rob Schneider",33762229,4.7
"50 First Dates","Rob Schneider",121320329,6.7
"Hobo with a Shotgun","Robb Wells",-2165047,5.9
"Friday the 13th","Robbi Morgan",59204601,6.3
"Beauty and the Beast","Robby Benson",418707031,7.7
"Reno 911!: Miami","Robert Ben Garant",11851362,5.8
"Diary of a Wimpy Kid","Robert Capron",61954311,6
"Diary of a Wimpy Kid: Rodrick Rules","Robert Capron",55695194,6.4
"The Full Monty","Robert Carlyle",257749383,7
"The Lizzie McGuire Movie","Robert Carradine",40534455,6
"Analyze That","Robert De Niro",-5005243,5.7
"Cape Fear","Robert De Niro",147291969,7.2
"City By The Sea","Robert De Niro",-17566085,5.8
"Hands of Stone","Robert De Niro",-14968025,6.1
"What Just Happened","Robert De Niro",-24587877,5.4
Ronin,"Robert De Niro",15692101,6.9
Sleepers,"Robert De Niro",121600852,7.5
"Killer Elite","Robert De Niro",-4590954,6.2
"The Family","Robert De Niro",21078541,6.2
"Grudge Match","Robert De Niro",29807260,6
"Analyze This","Robert De Niro",146885658,6.4
"The Singing Detective","Robert Downey Jr.",-7475253,5.5
"The Soloist","Robert Downey Jr.",-21477550,6.6
"In Dreams","Robert Downey Jr.",-17982631,5.5
Phenomenon,"Robert Duvall",120036382,6.3
"The Road","Robert Duvall",4206732,6.9
"Secondhand Lions","Robert Duvall",17902566,7.1
"A Nightmare on Elm Street 3: Dream Warriors","Robert Englund",39793222,6.6
"Freddy vs. Jason","Robert Englund",89576403,5.8
Supernova,"Robert Forster",-45183506,4.8
Thinner,"Robert John Burke",1171475,5.8
Hitman,"Robert Knepper",75135571,5.9
"Return to Me","Robert Loggia",8662299,6.3
"The Marine","Robert Patrick",7165608,5.4
"Gremlins 2: The New Batch","Robert Prosky",-8523903,6.4
"Up Close & Personal","Robert Redford",40645801,6.2
"The Sting","Robert Redford",154116327,8.1
"Dead Poets Society","Robert Sean Leonard",223100000,8.3
"A Man for All Seasons","Robert Shaw",24450000,7.6
"The Sting","Robert Shaw",154116327,8.1
"Robin and Marian","Robert Shaw",3000000,6.6
"The Ice Pirates","Robert Urich",4075390,5.8
"Escape from Alcatraz","Roberts Blossom",35000000,7.5
"Patch Adams","Robin Williams",152173000,7.2
"Mrs. Doubtfire","Robin Williams",416286003,7.1
Popeye,"Robin Williams",29823037,5.2
Hook,"Robin Williams",230854823,6.8
"Dead Poets Society","Robin Williams",223100000,8.3
Jumanji,"Robin Williams",197758310,7.2
"The Singing Detective","Robin Wright",-7475253,5.5
Krisha,"Robyn Fairchild",114822,6.8
"In the Heat of the Night","Rod Steiger",22407647,7.8
"Doctor Zhivago","Rod Steiger",101036323,7.6
"Dances with Wolves","Rodney A. Grant",405200000,7.8
Caddyshack,"Rodney Dangerfield",33846344,6.7
"The Book Thief","Roger Allam",57086711,7.5
"Hostel: Part II","Roger Bart",26106409,5.7
"Vanity Fair","Roger Lloyd Pack",-3876149,5.7
"A View to a Kill","Roger Moore",122627960,6.2
"K-19: The Widowmaker","Roman Podhora",-24283874,6.4
Sleepers,"Ron Eldard",121600852,7.5
"Drinking Buddies","Ron Livingston",-92900,6
"Little Black Book","Ron Livingston",-8241629,5.3
"Office Space","Ron Livingston",2179708,7.4
Swingers,"Ron Livingston",6418578,6.9
Hellboy,"Ron Perlman",39823958,6.6
Tangled,"Ron Perlman",326477240,7.5
"Hellboy II: The Golden Army","Ron Perlman",77888063,6.7
"The Negotiator","Ron Rifkin",-894234,7
Joe,"Ronnie Gene Blevins",-3626625,6.6
RoboCop,"Ronny Cox",40424681,7.2
"Total Recall","Ronny Cox",196400000,7.2
"Act of Valor","Rorke Denver",70497035,6.3
Signs,"Rory Culkin",337566676,6.5
"Nowhere to Run","Rosanna Arquette",37189039,5.7
"The Whole Nine Yards","Rosanna Arquette",61527867,6.4
"8 Million Ways to Die","Rosanna Arquette",-16694886,5.5
"Flight of the Intruder","Rosanna Arquette",-20528560,5.7
"Top Five","Rosario Dawson",14001741,6.2
Grindhouse,"Rosario Dawson",-2812211,6.9
"It Happened One Night","Roscoe Karns",2175000,7.9
"Wicker Park","Rose Byrne",-8422924,6.7
"Instant Family","Rose Byrne",71736188,7.6
Annie,"Rose Byrne",74829625,6.1
"Home on the Range","Roseanne Barr",-33517539,5.9
"The Road to El Dorado","Rosie Perez",-29300000,7.1
"Rachel Getting Married","Roslyn Ruff",5475475,6.2
Highlander,"Roxanne Hart",-3100000,6.9
"Escape from Tomorrow","Roy Abramsohn",-478038,4.8
Sorcerer,"Roy Scheider",-9594032,7.5
"Jaws 2","Roy Scheider",188900376,5.9
"The French Connection","Roy Scheider",38958757,7.6
"Spaced Invaders","Royal Dano",12000000,4.7
"Hands of Stone","Rubén Blades",-14968025,6.1
"The Big Short","Rudy Eisenzopf",105162752,7.3
"Dark City","Rufus Sewell",257061,7.4
"The Illusionist","Rufus Sewell",67292062,7.2
"Bless the Child","Rufus Sewell",435694,5
"Extreme Ops","Rufus Sewell",-27375529,4.7
Hellboy,"Rupert Evans",39823958,6.6
"Extreme Ops","Rupert Graves",-27375529,4.7
"West Side Story","Russ Tamblyn",37700000,7.3
"The Man with the Iron Fists","Russell Crowe",7018988,5.3
"Master and Commander: The Far Side of the World","Russell Crowe",77912137,7.1
Virtuosity,"Russell Crowe",-6001774,5.5
"The Last of the Mohicans","Russell Means",35505856,7.3
"Hobo with a Shotgun","Rutger Hauer",-2165047,5.9
"Split Second","Rutger Hauer",-1569178,6
"Vanity Fair","Ruth Sheen",-3876149,5.7
"13 Sins","Rutina Wesley",-3952448,6.3
"The Big Short","Ryan Gosling",105162752,7.3
"All Good Things","Ryan Gosling",-19126383,6
"The Boy Next Door","Ryan Guzman",49401938,4.5
"Remember the Titans","Ryan Hurst",106706683,7.6
"The Ballad of Jack and Rose","Ryan McDonald",-373742,6.4
MacGruber,"Ryan Phillippe",-1370105,5.3
Stop-Loss,"Ryan Phillippe",-13770965,6.2
"Cruel Intentions","Ryan Phillippe",65238901,6.6
Foolproof,"Ryan Reynolds",-5378979,6.3
Waiting...,"Ryan Reynolds",17548274,6.3
"Monster House","Ryan Whitney Newman",66267370,6.5
Restless,"Ryo Kase",-5227489,6.4
"The Man with the Iron Fists",RZA,7018988,5.3
"Synecdoche, New York","Sadie Goldstein",-15616462,7.6
"Patti Cake$","Sahr Ngaujah",471090,7
"The Lord of the Rings: The Two Towers","Sala Baker",840699645,8.3
"Legally Blonde 2: Red, White & Blonde","Sally Field",100339088,5.4
"Mrs. Doubtfire","Sally Field",416286003,7.1
"Eye for an Eye","Sally Field",6792700,6
"Forrest Gump","Sally Field",624850637,8.4
"After the Sunset","Salma Hayek",-18670886,6.2
Sultan,"Salman Khan",61989781,7.1
Tombstone,"Sam Elliott",31505065,7.5
Sleepover,"Sam Huntington",-591817,5.5
"Event Horizon","Sam Neill",-33326758,6.4
"Jurassic Park","Sam Neill",975812584,7.9
"Snow Angels","Sam Rockwell",-1085596,6.5
"K-19: The Widowmaker","Sam Spruell",-24283874,6.4
"Heaven's Gate","Sam Waterston",-40515477,6.7
"On the Basis of Sex","Sam Waterston",18803610,7.5
"Serial Mom","Sam Waterston",-5118665,6.6
"Clash of the Titans","Sam Worthington",368214888,5.7
"Just My Luck","Samaire Armstrong",10159905,6
"Little Women","Samantha Mathis",35003303,7.2
"Super Mario Bros.","Samantha Mathis",-21155093,4.1
"Rules of Engagement","Samuel L. Jackson",11719931,6.1
Shaft,"Samuel L. Jackson",-8741306,6.5
Twisted,"Samuel L. Jackson",-9880152,5.3
"The Negotiator","Samuel L. Jackson",-894234,7
"A Time to Kill","Samuel L. Jackson",112266007,7.2
"The Perfect Guy","Sanaa Lathan",42278166,5.7
"Practical Magic","Sandra Bullock",8336997,6.5
"The Net","Sandra Bullock",88521733,5.8
"Hope Floats","Sandra Bullock",51529000,6.1
"A Time to Kill","Sandra Bullock",112266007,7.2
"Bird Box","Sandra Bullock",-19800000,7
Sherrybaby,"Sandra Rodríguez",-1240496,6.5
Braveheart,"Sandy Nelson",137045244,7.9
"Sydney White","Sara Paxton",-2863661,6.4
Aquamarine,"Sara Paxton",10978953,5.9
"Shark Night 3D","Sara Paxton",-6122847,5
"Riding Giants","Sarah Gerhardt",692333,8
"Dudley Do-Right","Sarah Jessica Parker",-12181208,3.7
"Extreme Measures","Sarah Jessica Parker",-20621807,5.9
Circumstance,"Sarah Kazemy",58978,6.9
"The Grudge 2","Sarah Michelle Gellar",50743839,5.4
"Simply Irresistible","Sarah Michelle Gellar",-1601011,5.2
TMNT,"Sarah Michelle Gellar",61096018,5.9
"Cruel Intentions","Sarah Michelle Gellar",65238901,6.6
"The Post","Sarah Paulson",129748880,7
"Bird Box","Sarah Paulson",-19800000,7
"Dawn of the Dead","Sarah Polley",75452875,6.9
"Dead Like Me: Life After Death","Sarah Wynter",-5000000,5.8
"Lost Souls","Sarah Wynter",3320293,4.9
"A Serious Man","Sari Lennick",23360570,6.7
Lucy,"Scarlett Johansson",417507776,6.3
"Eight Legged Freaks","Scarlett Johansson",6722311,5.4
"In Good Company","Scarlett Johansson",37489752,5.9
"Snow Day","Schuyler Fisk",49452927,5
Restless,"Schuyler Fisk",-5227489,6.4
"The Bourne Ultimatum","Scott Glenn",314043396,7.4
Flyboys,"Scott Hazell",-45183621,6.4
"Teen Titans Go! To the Movies","Scott Menville",41620593,7
"Ride with the Devil","Scott Sener",-34369221,6.5
"Eight Legged Freaks","Scott Terra",6722311,5.4
"Dickie Roberts: Former Child Star","Scott Terra",6734486,5.2
"Clay Pigeons","Scott Wilson",-5743394,6.3
"White Squall","Scott Wolf",-27770700,6.3
"The Lord of the Rings: The Two Towers","Sean Astin",840699645,8.3
"50 First Dates","Sean Astin",121320329,6.7
"Wicked Blood","Sean Bean",-3500000,5.5
Equilibrium,"Sean Bean",-14654131,7
Room,"Sean Bridgers",23262783,8.1
"First Knight","Sean Connery",52361412,6
Highlander,"Sean Connery",-3100000,6.9
"The Untouchables","Sean Connery",51270454,7.8
"Never Say Never Again","Sean Connery",124000000,6.1
"Robin and Marian","Sean Connery",3000000,6.6
"3 Ninjas Kick Back","Sean Fox",-8255040,5
"The Bucket List","Sean Hayes",129807445,7.1
"Premium Rush","Sean Kennedy",-3606799,6.2
Braveheart,"Sean Lawlor",137045244,7.9
"Simply Irresistible","Sean Patrick Flanery",-1601011,5.2
Milk,"Sean Penn",37293371,7.3
"What Just Happened","Sean Penn",-24587877,5.4
"The Game","Sean Penn",30369970,7.6
Foolproof,"Sean Sullivan",-5378979,6.3
Evolution,"Seann William Scott",18341932,5.9
"American Wedding","Seann William Scott",71425115,6.1
"Green Book","Sebastian Maniscalco",299983680,8.3
"I, Tonya","Sebastian Stan",42797409,7.5
"The Covenant","Sebastian Stan",18164784,5.4
"Rachel Getting Married","Sebastian Stan",5475475,6.2
"The Stepfather","Sela Ward",9227561,5.7
"The Fugitive","Sela Ward",309715317,7.4
"In Dubious Battle","Selena Gomez",-14785818,5.8
"Monte Carlo","Selena Gomez",19686769,6.3
Hellboy,"Selma Blair",39823958,6.6
"Down to You","Selma Blair",11035310,5
"Cruel Intentions","Selma Blair",65238901,6.6
"Hellboy II: The Golden Army","Selma Blair",77888063,6.7
"This Is the End","Seth Rogen",94539117,6.2
"Funny People","Seth Rogen",-619695,5.7
"Johnson Family Vacation","Shad Moss",19286759,4.6
"Jab Tak Hai Jaan","Shah Rukh Khan",-3393334,7
"The Spectacular Now","Shailene Woodley",4416951,6.6
"Head Over Heels","Shalom Harlow",-3602635,5.6
Primer,"Shane Carruth",834926,6.9
Race,"Shanice Banton",18745772,7.3
"The Haunting of Molly Hartley","Shannon Woodward",10318257,4.3
"One Missed Call","Shannyn Sossamon",24513466,4.8
"The Order","Shannyn Sossamon",-23440253,5
"Total Recall","Sharon Stone",196400000,7.2
"Down to You","Shawn Hatosy",11035310,5
Popeye,"Shelley Duvall",29823037,5.2
"Diary of a Mad Black Woman","Shemar Moore",44958356,6.5
Lawless,"Shia LaBeouf",28393687,7
"The Battle of Shaker Heights","Shia LaBeouf",-160855,5.8
"Red Riding Hood","Shiloh Fernandez",49678442,5.9
Swimfan,"Shiri Appleby",24084228,5
Bernie,"Shirley MacLaine",4106975,6.6
"In the Heat of the Night","Sidney Poitier",22407647,7.8
"The Jackal","Sidney Poitier",99356941,6.2
"A Bridge Too Far","Siem Vroom",24800000,7.2
Heartbreakers,"Sigourney Weaver",19753825,5.9
Aliens,"Sigourney Weaver",166316455,7.9
Ghostbusters,"Sigourney Weaver",265212467,7.4
"Inside Job","Sigridur Benediktsdottir",5799257,7.8
"Coal Miner's Daughter","Sissy Spacek",52182787,7.2
"In the Bedroom","Sissy Spacek",40437871,6.9
"Blast from the Past","Sissy Spacek",-8386380,6.4
"Ride with the Devil","Skeet Ulrich",-34369221,6.5
Boogeyman,"Skye McCole Bartusiak",47192859,4.8
"Blazing Saddles","Slim Pickens",116900000,7.3
Bones,"Snoop Dogg",-1621147,4.3
"Hot Pursuit","Sofía Vergara",10671512,5.6
Circumstance,"Soheil Parsa",58978,6.9
"Johnson Family Vacation",Solange,19286759,4.6
Videodrome,"Sonja Smits",-3831561,7.3
"Act of Valor",Sonny,70497035,6.3
"Date Movie","Sophie Monk",65146165,3.8
"The Book Thief","Sophie Nélisse",57086711,7.5
"Martian Child","Sophie Okonedo",-17647911,6.7
"The Woman in Black","Sophie Stuckey",113955898,6.1
"Young Sherlock Holmes","Sophie Ward",1739000,6.9
"The Kid","Spencer Breslin",4688384,6.2
Zoom,"Spencer Breslin",-22493812,5.1
"Hey Arnold! The Movie","Spencer Klein",3684949,5.6
"San Francisco","Spencer Tracy",3973000,6.9
Casper,"Spencer Vrooman",227300000,6.2
"Mo' Better Blues","Spike Lee",6153000,6.5
"She's Gotta Have It","Spike Lee",6962502,6.7
"In Too Deep","Stanley Tucci",8471229,6.8
Decoys,"Stefanie von Pfetten",-4903240,4.9
"The Ballad of Cable Hogue","Stella Stevens",1283054,7.1
Ronin,"Stellan Skarsgård",15692101,6.9
"Good Will Hunting","Stellan Skarsgård",215925989,8.1
Race,"Stephan James",18745772,7.3
Fireproof,"Stephen Dervan",32973297,7
Blade,"Stephen Dorff",86237688,6.6
"Deuces Wild","Stephen Dorff",-3755382,5.5
"Bucky Larson: Born to Be a Star","Stephen Dorff",-7470605,4.2
"Alone in the Dark","Stephen Dorff",-9411921,3.2
"Lone Star","Stephen J. Lang",7961389,7.1
Gettysburg,"Stephen Lang",-14268003,6.9
Fences,"Stephen McKinley Henderson",40282881,6.8
"Lone Star","Stephen Mendillo",7961389,7.1
Witchboard,"Stephen Nichols",5369373,5.9
"Obvious Child","Stephen Singer",2324070,6.7
Virtuosity,"Stephen Spinella",-6001774,5.5
"No Escape","Sterling Jerins",37844516,6.8
"I Think I Love My Wife","Steve Buscemi",-794589,5.2
"Lean on Pete","Steve Buscemi",-5544973,7
"Monster House","Steve Buscemi",66267370,6.5
"Home on the Range","Steve Buscemi",-33517539,5.9
"Welcome to Marwen","Steve Carell",-32080529,6.5
"Mommie Dearest","Steve Forrest",20032000,6.6
"Diary of a Mad Black Woman","Steve Harris",44958356,6.5
"The Full Monty","Steve Huison",257749383,7
"Cheaper by the Dozen 2","Steve Martin",75015330,5.9
"Sgt. Bilko","Steve Martin",-1043411,5.7
"Bringing Down the House","Steve Martin",144675402,5.6
Lifeforce,"Steve Railsback",-13396455,6.3
"The Last Temptation of Christ","Steve Shill",1373585,7.2
"Meet the Deedles","Steve Van Wormer",-19643874,4.1
"Diary of a Wimpy Kid","Steve Zahn",61954311,6
"Joy Ride","Steve Zahn",-1026818,6.4
"Strange Wilderness","Steve Zahn",-13052916,5
Kites,"Steven Michael Quezada",7955193,5.9
"Shakespeare in Love","Steven O'Donnell",253500000,6.9
"Executive Decision","Steven Seagal",67079192,6.1
"Half Past Dead","Steven Seagal",-5766720,4.8
"The Covenant","Steven Strait",18164784,5.4
"Jason Goes to Hell: The Final Friday","Steven Williams",12935068,4.3
"Practical Magic","Stockard Channing",8336997,6.5
"Up Close & Personal","Stockard Channing",40645801,6.2
"The Ballad of Cable Hogue","Strother Martin",1283054,7.1
"A Mighty Wind","Stuart Luce",12504539,6.9
